Date,New Deaths per Million,Total Deaths per Million,CFR,Cumulative Estimated Daily Excess Deaths per Million,Estimated Daily Excess Deaths per Million,Cumulative Excess Deaths to Case Deaths,Cumulative Mean Excess Deaths to Case Deaths,Estimated Daily CFR,Estimated Cumulative CFR
2023-10-04,0.018814905616255997,1303.3874726908668,1.2780799472199285,2746.0620334611535,0.5535377305072409,2.1068654494521564,2.1068654494521564,37.601329914707954,2.6927424824353032
2023-10-05,0.05473374863352642,1303.4422064395003,1.2780887775453142,2746.6848101503756,0.5673852490601111,2.1072547724637944,2.1072547724637944,13.249023453955221,2.6932586761147803
2023-10-06,0.030683860621061914,1303.4728903001212,1.278093314833298,2747.307586839598,0.5812327676129814,2.1076829501279755,2.1076829501279755,24.21043830900109,2.6938154883466887
2023-10-07,0.020619480411010478,1303.4935097805323,1.2780918257997484,2747.93036352882,0.5950802861658517,2.108127384532575,2.108127384532575,36.88585911393864,2.6943803779156874
2023-10-08,0.13536837197917617,1303.6288781525116,1.2780576679200317,2748.553140218042,0.6089278047187219,2.1083862027613725,2.1083862027613725,5.749089234449774,2.694639153375971
2023-10-09,0.07206177201244586,1303.7009399245237,1.2779945880371628,2737.4472238495946,0.6172186411290915,2.0997509014667703,2.0997509014667703,10.946193258505993,2.6834702883006867
2023-10-10,0.08466122225788972,1303.7856011467818,1.2779944402567636,2749.9112015867067,0.6388483029406496,2.109174391225017,2.109174391225017,9.64366633921982,2.695513145517516
2023-10-11,0.0220667955732138,1303.807667942355,1.2779951133729954,2750.646486266149,0.654921282609707,2.1097026454884777,2.1097026454884777,37.92966659079271,2.6961896716043556
2023-10-12,0.031852792285474586,1303.8395207346405,1.277996573813467,2751.3817709455925,0.6709942622787645,2.1102150434858293,2.1102150434858293,26.92160739175772,2.6968475955845266
2023-10-13,0.026361168653150746,1303.8658819032935,1.2779958989700384,2752.1170556250354,0.6870672419478219,2.110736306411887,2.110736306411887,33.30918780875152,2.697512343401558
2023-10-14,0.023012654967880693,1303.8888945582614,1.2779958865409904,2752.852340304478,0.7031402216168793,2.1112629701759245,2.1112629701759245,39.04852839196971,2.698185391291145
2023-10-15,0.17021856048125528,1304.0591131187427,1.277980093152518,2753.5876249839207,0.7192132012859368,2.1115512305255364,2.1115512305255364,5.3997645813550355,2.698520438283339
