country,date,daily_vaccinations,people_vaccinated,people_fully_vaccinated,people_unvaccinated,new_people_vaccinated,new_people_fully_vaccinated,daily_occupancy_icu
Estonia,2021-12-28,7532.0,840712.0,826001.0,500083.36986301374,800.0,1135.0,
Estonia,2021-12-29,6219.0,841432.0,826947.0,499413.6219178082,720.0,946.0,
Estonia,2021-12-30,4221.0,842017.0,827617.0,498878.87397260265,585.0,670.0,
Estonia,2021-12-31,673.0,842111.0,827744.0,498835.12602739735,94.0,127.0,
Estonia,2022-01-01,231.0,842134.0,827773.0,498862.3780821918,23.0,29.0,
Estonia,2022-01-02,1255.0,842362.0,827999.0,498684.6301369863,228.0,226.0,19.0
Estonia,2022-01-03,3661.0,842844.0,828567.0,498252.8821917807,482.0,568.0,
Estonia,2022-01-04,5511.0,843607.0,829452.0,497540.1342465754,763.0,885.0,
Estonia,2022-01-05,5701.0,844268.0,830195.0,496929.3863013699,661.0,743.0,
Estonia,2022-01-06,5797.0,845055.0,831005.0,496192.63835616433,787.0,810.0,
Estonia,2022-01-07,6146.0,845800.0,831884.0,495497.8904109588,745.0,879.0,
Estonia,2022-01-08,2641.0,846107.0,832257.0,495241.1424657535,307.0,373.0,
Estonia,2022-01-09,1491.0,846288.0,832473.0,495110.394520548,181.0,216.0,18.0
Estonia,2022-01-10,4186.0,846689.0,832997.0,494759.6465753424,401.0,524.0,
Estonia,2022-01-11,5713.0,847203.0,833631.0,494295.8986301371,514.0,634.0,
Estonia,2022-01-12,5794.0,847778.0,834328.0,493771.1506849316,575.0,697.0,
Estonia,2022-01-13,5929.0,848323.0,834896.0,493276.402739726,545.0,568.0,
Estonia,2022-01-14,6478.0,848994.0,835649.0,492655.65479452047,671.0,753.0,
Estonia,2022-01-15,3280.0,849317.0,836054.0,492382.9068493152,323.0,405.0,
Estonia,2022-01-16,1275.0,849476.0,836214.0,492274.1589041096,159.0,160.0,18.0
Estonia,2022-01-17,3626.0,849826.0,836601.0,491974.4109589041,350.0,387.0,
Estonia,2022-01-18,4633.0,850291.0,837132.0,491559.6630136985,465.0,531.0,
Estonia,2022-01-19,4138.0,850788.0,837683.0,491112.9150684932,497.0,551.0,
Estonia,2022-01-20,4449.0,851217.0,838140.0,490734.1671232877,429.0,457.0,
Estonia,2022-01-21,5059.0,851777.0,838727.0,490224.4191780821,560.0,587.0,
Estonia,2022-01-22,2128.0,852032.0,838984.0,490019.6712328766,255.0,257.0,
Estonia,2022-01-23,999.0,852153.0,839114.0,489948.9232876713,121.0,130.0,17.0
Estonia,2022-01-24,2827.0,852480.0,839488.0,489672.17534246575,327.0,374.0,
Estonia,2022-01-25,3297.0,852835.0,839910.0,489367.4273972602,355.0,422.0,
Estonia,2022-01-26,3004.0,853172.0,840310.0,489080.6794520549,337.0,400.0,
Estonia,2022-01-27,3274.0,853463.0,840685.0,488839.93150684936,291.0,375.0,
Estonia,2022-01-28,3740.0,853876.0,841189.0,488477.1835616438,413.0,504.0,
Estonia,2022-01-29,1603.0,854007.0,841387.0,488396.4356164383,131.0,198.0,
Estonia,2022-01-30,1087.0,854102.0,841535.0,488351.68767123297,95.0,148.0,18.0
Estonia,2022-01-31,2290.0,854308.0,841831.0,488195.9397260274,206.0,296.0,
Estonia,2022-02-01,2455.0,854481.0,842194.0,488073.1917808219,173.0,363.0,
Estonia,2022-02-02,2304.0,854655.0,842553.0,487949.44383561634,174.0,359.0,
Estonia,2022-02-03,2100.0,854839.0,842823.0,487815.69589041104,184.0,270.0,
Estonia,2022-02-04,2210.0,855004.0,843092.0,487700.9479452055,165.0,269.0,
Estonia,2022-02-05,949.0,855083.0,843198.0,487672.2,79.0,106.0,
Estonia,2022-02-06,508.0,855118.0,843249.0,487687.4520547944,35.0,51.0,15.0
Estonia,2022-02-07,1399.0,855267.0,843512.0,487588.7041095891,149.0,263.0,
Estonia,2022-02-08,1658.0,855414.0,843884.0,487491.9561643836,147.0,372.0,
Estonia,2022-02-09,1521.0,855522.0,844195.0,487434.208219178,108.0,311.0,
Estonia,2022-02-10,1534.0,855672.0,844501.0,487334.4602739727,150.0,306.0,
Estonia,2022-02-11,1781.0,855825.0,844777.0,487231.7123287672,153.0,276.0,
Estonia,2022-02-12,604.0,855891.0,844858.0,487215.9643835616,66.0,81.0,
Estonia,2022-02-13,521.0,855941.0,844975.0,487216.2164383561,50.0,117.0,17.0
Estonia,2022-02-14,960.0,856022.0,845175.0,487185.4684931508,81.0,200.0,
Estonia,2022-02-15,1285.0,856127.0,845462.0,487130.7205479453,105.0,287.0,
Estonia,2022-02-16,1212.0,856237.0,845749.0,487070.9726027397,110.0,287.0,
Estonia,2022-02-17,1264.0,856334.0,846035.0,487024.22465753416,97.0,286.0,
Estonia,2022-02-18,1548.0,856463.0,846374.0,486945.4767123289,129.0,339.0,
Estonia,2022-02-19,696.0,856551.0,846524.0,486907.7287671233,88.0,150.0,
Estonia,2022-02-20,306.0,856583.0,846580.0,486925.98082191776,32.0,56.0,17.0
Estonia,2022-02-21,1087.0,856673.0,846768.0,486886.2328767122,90.0,188.0,
Estonia,2022-02-22,1506.0,856812.0,847084.0,486797.4849315069,139.0,316.0,
Estonia,2022-02-23,957.0,856915.0,847312.0,486744.7369863014,103.0,228.0,
Estonia,2022-02-24,146.0,856931.0,847342.0,486778.98904109583,16.0,30.0,
Estonia,2022-02-25,1585.0,857064.0,847689.0,486696.2410958905,133.0,347.0,
Estonia,2022-02-26,577.0,857108.0,847788.0,486702.493150685,44.0,99.0,
Estonia,2022-02-27,326.0,857141.0,847839.0,486719.7452054794,33.0,51.0,18.0
Estonia,2022-02-28,983.0,857247.0,848054.0,486663.9972602739,106.0,215.0,
Estonia,2022-03-01,1045.0,857352.0,848294.0,486609.2493150686,105.0,240.0,
Estonia,2022-03-02,886.0,857419.0,848465.0,486592.5013698631,67.0,171.0,
Estonia,2022-03-03,1003.0,857516.0,848669.0,486545.7534246575,97.0,204.0,
Estonia,2022-03-04,1202.0,857629.0,848911.0,486483.005479452,113.0,242.0,
Estonia,2022-03-05,411.0,857669.0,848977.0,486493.25753424666,40.0,66.0,
Estonia,2022-03-06,254.0,857721.0,849035.0,486491.5095890411,52.0,58.0,22.0
Estonia,2022-03-07,773.0,857815.0,849197.0,486447.7616438356,94.0,162.0,
Estonia,2022-03-08,765.0,857892.0,849348.0,486421.01369863,77.0,151.0,
Estonia,2022-03-09,740.0,857972.0,849493.0,486391.2657534247,80.0,145.0,
Estonia,2022-03-10,913.0,858067.0,849652.0,486346.5178082192,95.0,159.0,
Estonia,2022-03-11,976.0,858157.0,849840.0,486306.7698630136,90.0,188.0,
Estonia,2022-03-12,439.0,858211.0,849927.0,486303.02191780834,54.0,87.0,
Estonia,2022-03-13,143.0,858218.0,849942.0,486346.2739726028,7.0,15.0,23.0
Estonia,2022-03-14,590.0,858304.0,850069.0,486310.52602739725,86.0,127.0,
Estonia,2022-03-15,660.0,858363.0,850177.0,486301.7780821917,59.0,108.0,
Estonia,2022-03-16,552.0,858418.0,850273.0,486297.0301369864,55.0,96.0,
Estonia,2022-03-17,457.0,858472.0,850347.0,486293.28219178086,54.0,74.0,
Estonia,2022-03-18,746.0,858540.0,850450.0,486275.5342465753,68.0,103.0,
Estonia,2022-03-19,274.0,858596.0,850521.0,486269.7863013698,56.0,71.0,
Estonia,2022-03-20,153.0,858621.0,850545.0,486295.03835616447,25.0,24.0,21.0
Estonia,2022-03-21,507.0,858676.0,850643.0,486290.2904109589,55.0,98.0,
Estonia,2022-03-22,559.0,858742.0,850739.0,486274.5424657534,66.0,96.0,
Estonia,2022-03-23,513.0,858811.0,850832.0,486255.7945205479,69.0,93.0,
Estonia,2022-03-24,689.0,858865.0,850912.0,486252.04657534254,54.0,80.0,
Estonia,2022-03-25,687.0,858917.0,850983.0,486250.298630137,52.0,71.0,
Estonia,2022-03-26,246.0,858944.0,851008.0,486273.55068493146,27.0,25.0,
Estonia,2022-03-27,150.0,858957.0,851029.0,486310.8027397259,13.0,21.0,16.0
Estonia,2022-03-28,454.0,859015.0,851096.0,486303.0547945206,58.0,67.0,
Estonia,2022-03-29,568.0,859080.0,851177.0,486288.3068493151,65.0,81.0,
Estonia,2022-03-30,561.0,859138.0,851272.0,486280.5589041095,58.0,95.0,
Estonia,2022-03-31,591.0,859209.0,851372.0,486259.8109589042,71.0,100.0,
Estonia,2022-04-01,542.0,859271.0,851434.0,486248.0630136987,62.0,62.0,
Estonia,2022-04-02,152.0,859282.0,851451.0,486287.31506849313,11.0,17.0,
Estonia,2022-04-03,131.0,859291.0,851461.0,486328.5671232876,9.0,10.0,12.0
Estonia,2022-04-04,424.0,859345.0,851522.0,486324.8191780823,54.0,61.0,
Estonia,2022-04-05,469.0,859392.0,851585.0,486328.0712328768,47.0,63.0,
Estonia,2022-04-06,460.0,859441.0,851647.0,486329.3232876712,49.0,62.0,
Estonia,2022-04-07,452.0,859499.0,851712.0,486321.57534246566,58.0,65.0,
Estonia,2022-04-08,543.0,859540.0,851768.0,486330.8273972604,41.0,56.0,
Estonia,2022-04-09,243.0,859562.0,851798.0,486359.0794520548,22.0,30.0,
Estonia,2022-04-10,142.0,859580.0,851817.0,486391.33150684927,18.0,19.0,6.0
Estonia,2022-04-11,362.0,859610.0,851866.0,486411.5835616437,30.0,49.0,
Estonia,2022-04-12,534.0,859662.0,851931.0,486409.8356164384,52.0,65.0,
Estonia,2022-04-13,524.0,859727.0,852007.0,486395.0876712329,65.0,76.0,
Estonia,2022-04-14,533.0,859803.0,852079.0,486369.3397260273,76.0,72.0,
Estonia,2022-04-15,109.0,859822.0,852097.0,486400.591780822,19.0,18.0,
Estonia,2022-04-16,183.0,859847.0,852122.0,486425.8438356165,25.0,25.0,
Estonia,2022-04-17,73.0,859862.0,852138.0,486461.0958904109,15.0,16.0,3.0
Estonia,2022-04-18,432.0,859925.0,852209.0,486448.3479452054,63.0,71.0,
Estonia,2022-04-19,448.0,859987.0,852276.0,486436.6000000001,62.0,67.0,
Estonia,2022-04-20,372.0,860045.0,852341.0,486428.85205479455,58.0,65.0,
Estonia,2022-04-21,345.0,860102.0,852412.0,486422.104109589,57.0,71.0,
Estonia,2022-04-22,511.0,860181.0,852511.0,486393.3561643834,79.0,99.0,
Estonia,2022-04-23,161.0,860214.0,852548.0,486410.60821917816,33.0,37.0,
Estonia,2022-04-24,64.0,860228.0,852562.0,486446.8602739726,14.0,14.0,6.0
Estonia,2022-04-25,351.0,860287.0,852615.0,486438.1123287671,59.0,53.0,
Estonia,2022-04-26,442.0,860329.0,852666.0,486446.3643835616,42.0,51.0,
Estonia,2022-04-27,318.0,860389.0,852720.0,486436.6164383562,60.0,54.0,
Estonia,2022-04-28,357.0,860462.0,852809.0,486413.8684931507,73.0,89.0,
Estonia,2022-04-29,404.0,860524.0,852870.0,486402.1205479452,62.0,61.0,
Estonia,2022-04-30,164.0,860558.0,852907.0,486418.37260273984,34.0,37.0,
Estonia,2022-05-01,85.0,860590.0,852940.0,486436.6246575343,32.0,33.0,1.0
Estonia,2022-05-02,330.0,860658.0,853023.0,486418.8767123288,68.0,83.0,
Estonia,2022-05-03,324.0,860722.0,853083.0,486405.1287671232,64.0,60.0,
Estonia,2022-05-04,342.0,860779.0,853139.0,486398.3808219179,57.0,56.0,
Estonia,2022-05-05,326.0,860841.0,853211.0,486386.6328767124,62.0,72.0,
Estonia,2022-05-06,365.0,860909.0,853280.0,486368.8849315068,68.0,69.0,
Estonia,2022-05-07,129.0,860948.0,853320.0,486380.1369863013,39.0,40.0,
Estonia,2022-05-08,52.0,860975.0,853347.0,486403.389041096,27.0,27.0,9.0
Estonia,2022-05-09,283.0,861062.0,853428.0,486366.6410958904,87.0,81.0,
Estonia,2022-05-10,351.0,861151.0,853521.0,486327.8931506849,89.0,93.0,
Estonia,2022-05-11,314.0,861213.0,853592.0,486316.14520547935,62.0,71.0,
Estonia,2022-05-12,325.0,861295.0,853674.0,486284.3972602741,82.0,82.0,
Estonia,2022-05-13,307.0,861348.0,853731.0,486281.6493150685,53.0,57.0,
Estonia,2022-05-14,113.0,861366.0,853752.0,486313.90136986296,18.0,21.0,
Estonia,2022-05-15,83.0,861383.0,853765.0,486347.1534246577,17.0,13.0,3.0
Estonia,2022-05-16,245.0,861425.0,853811.0,486355.4054794521,42.0,46.0,
Estonia,2022-05-17,230.0,861461.0,853853.0,486369.65753424657,36.0,42.0,
Estonia,2022-05-18,265.0,861506.0,853912.0,486374.909589041,45.0,59.0,
Estonia,2022-05-19,210.0,861555.0,853964.0,486376.1616438357,49.0,52.0,
Estonia,2022-05-20,326.0,861617.0,854046.0,486364.4136986302,62.0,82.0,
Estonia,2022-05-21,142.0,861645.0,854077.0,486386.66575342463,28.0,31.0,
Estonia,2022-05-22,81.0,861664.0,854094.0,486417.9178082191,19.0,17.0,4.0
Estonia,2022-05-23,276.0,861732.0,854161.0,486400.1698630138,68.0,67.0,
Estonia,2022-05-24,248.0,861769.0,854199.0,486413.4219178082,37.0,38.0,
Estonia,2022-05-25,239.0,861806.0,854242.0,486426.6739726027,37.0,43.0,
Estonia,2022-05-26,224.0,861865.0,854304.0,486417.9260273972,59.0,62.0,
Estonia,2022-05-27,318.0,861925.0,854371.0,486408.1780821919,60.0,67.0,
Estonia,2022-05-28,119.0,861952.0,854397.0,486431.4301369863,27.0,26.0,
Estonia,2022-05-29,65.0,861964.0,854409.0,486469.6821917808,12.0,12.0,2.0
Estonia,2022-05-30,235.0,862001.0,854453.0,486482.93424657546,37.0,44.0,
Estonia,2022-05-31,246.0,862046.0,854506.0,486488.1863013699,45.0,53.0,
Estonia,2022-06-01,210.0,862082.0,854540.0,486502.4383561644,36.0,34.0,
Estonia,2022-06-02,223.0,862128.0,854590.0,486506.6904109589,46.0,50.0,
Estonia,2022-06-03,205.0,862169.0,854633.0,486515.9424657535,41.0,43.0,
Estonia,2022-06-04,84.0,862183.0,854645.0,486552.194520548,14.0,12.0,
Estonia,2022-06-05,46.0,862208.0,854669.0,486577.4465753424,25.0,24.0,7.0
Estonia,2022-06-06,175.0,862253.0,854716.0,486582.6986301369,45.0,47.0,
Estonia,2022-06-07,149.0,862282.0,854746.0,486603.9506849316,29.0,30.0,
Estonia,2022-06-08,201.0,862335.0,854797.0,486601.20273972605,53.0,51.0,
Estonia,2022-06-09,196.0,862375.0,854842.0,486611.4547945205,40.0,45.0,
Estonia,2022-06-10,224.0,862438.0,854903.0,486598.70684931497,63.0,61.0,
Estonia,2022-06-11,79.0,862467.0,854931.0,486619.95890410966,29.0,28.0,
Estonia,2022-06-12,39.0,862496.0,854959.0,486641.2109589041,29.0,28.0,0.0
Estonia,2022-06-13,180.0,862576.0,855038.0,486611.4630136986,80.0,79.0,
Estonia,2022-06-14,176.0,862609.0,855073.0,486628.715068493,33.0,35.0,
Estonia,2022-06-15,229.0,862663.0,855130.0,486624.9671232877,54.0,57.0,
Estonia,2022-06-16,182.0,862717.0,855178.0,486621.2191780822,54.0,48.0,
Estonia,2022-06-17,176.0,862756.0,855223.0,486632.4712328767,39.0,45.0,
Estonia,2022-06-18,84.0,862779.0,855240.0,486659.72328767134,23.0,17.0,
Estonia,2022-06-19,74.0,862809.0,855271.0,486679.9753424658,30.0,31.0,5.0
Estonia,2022-06-20,180.0,862847.0,855315.0,486692.22739726026,38.0,44.0,
Estonia,2022-06-21,170.0,862879.0,855345.0,486710.4794520547,32.0,30.0,
Estonia,2022-06-22,157.0,862917.0,855386.0,486722.7315068494,38.0,41.0,
Estonia,2022-06-23,16.0,862922.0,855391.0,486767.9835616439,5.0,5.0,
Estonia,2022-06-24,16.0,862934.0,855402.0,486806.2356164383,12.0,11.0,
Estonia,2022-06-25,38.0,862946.0,855414.0,486844.4876712328,12.0,12.0,
Estonia,2022-06-26,14.0,862956.0,855422.0,486884.7397260275,10.0,8.0,2.0
Estonia,2022-06-27,147.0,862982.0,855448.0,486908.99178082193,26.0,26.0,
Estonia,2022-06-28,144.0,863013.0,855484.0,486928.2438356164,31.0,36.0,
Estonia,2022-06-29,140.0,863034.0,855516.0,486957.4958904109,21.0,32.0,
Estonia,2022-06-30,159.0,863077.0,855557.0,486964.7479452056,43.0,41.0,
Estonia,2022-07-01,140.0,863108.0,855593.0,486984.0,31.0,36.0,
Estonia,2022-07-02,44.0,863113.0,855599.0,487025.8547945207,5.0,6.0,
Estonia,2022-07-03,47.0,863125.0,855610.0,487060.7095890411,12.0,11.0,5.0
Estonia,2022-07-04,146.0,863161.0,855646.0,487071.5643835617,36.0,36.0,
Estonia,2022-07-05,169.0,863198.0,855684.0,487081.4191780821,37.0,38.0,
Estonia,2022-07-06,200.0,863222.0,855714.0,487104.2739726028,24.0,30.0,
Estonia,2022-07-07,169.0,863262.0,855751.0,487111.1287671232,40.0,37.0,
Estonia,2022-07-08,180.0,863297.0,855784.0,487122.9835616439,35.0,33.0,
Estonia,2022-07-09,61.0,863317.0,855804.0,487149.8383561643,20.0,20.0,
Estonia,2022-07-10,37.0,863329.0,855818.0,487184.69315068494,12.0,14.0,2.0
Estonia,2022-07-11,214.0,863374.0,855865.0,487186.5479452056,45.0,47.0,
Estonia,2022-07-12,227.0,863447.0,855929.0,487160.402739726,73.0,64.0,
Estonia,2022-07-13,199.0,863480.0,855961.0,487174.25753424666,33.0,32.0,
Estonia,2022-07-14,233.0,863523.0,856001.0,487178.1123287671,43.0,40.0,
Estonia,2022-07-15,315.0,863575.0,856052.0,487172.9671232877,52.0,51.0,
Estonia,2022-07-16,81.0,863594.0,856070.0,487200.82191780815,19.0,18.0,
Estonia,2022-07-17,45.0,863602.0,856079.0,487239.6767123288,8.0,9.0,4.0
Estonia,2022-07-18,407.0,863672.0,856149.0,487216.5315068492,70.0,70.0,
Estonia,2022-07-19,458.0,863735.0,856210.0,487200.3863013699,63.0,61.0,
Estonia,2022-07-20,459.0,863774.0,856248.0,487208.2410958905,39.0,38.0,
Estonia,2022-07-21,547.0,863818.0,856285.0,487211.0958904109,44.0,37.0,
Estonia,2022-07-22,508.0,863868.0,856331.0,487207.9506849316,50.0,46.0,
Estonia,2022-07-23,126.0,863893.0,856352.0,487229.805479452,25.0,21.0,
Estonia,2022-07-24,103.0,863915.0,856372.0,487254.6602739727,22.0,20.0,2.0
Estonia,2022-07-25,488.0,863969.0,856414.0,487247.5150684931,54.0,42.0,
Estonia,2022-07-26,657.0,864035.0,856476.0,487228.36986301374,66.0,62.0,
Estonia,2022-07-27,735.0,864129.0,856566.0,487181.22465753416,94.0,90.0,
Estonia,2022-07-28,807.0,864189.0,856622.0,487168.0794520548,60.0,56.0,
Estonia,2022-07-29,688.0,864260.0,856692.0,487143.9342465752,71.0,70.0,
Estonia,2022-07-30,102.0,864280.0,856711.0,487170.7890410959,20.0,19.0,
Estonia,2022-07-31,138.0,864297.0,856729.0,487200.6438356165,17.0,18.0,3.0
Estonia,2022-08-01,865.0,864345.0,856784.0,487199.49863013695,48.0,55.0,
Estonia,2022-08-02,922.0,864423.0,856852.0,487168.3534246576,78.0,68.0,
Estonia,2022-08-03,960.0,864539.0,856954.0,487099.208219178,116.0,102.0,
Estonia,2022-08-04,940.0,864611.0,857025.0,487074.0630136987,72.0,71.0,
Estonia,2022-08-05,887.0,864663.0,857079.0,487068.9178082191,52.0,54.0,
Estonia,2022-08-06,159.0,864691.0,857104.0,487087.7726027397,28.0,25.0,
Estonia,2022-08-07,123.0,864712.0,857124.0,487113.62739726016,21.0,20.0,3.0
Estonia,2022-08-08,989.0,864793.0,857207.0,487079.4821917808,81.0,83.0,
Estonia,2022-08-09,1227.0,864883.0,857284.0,487036.3369863015,90.0,77.0,
Estonia,2022-08-10,1187.0,864948.0,857350.0,487018.1917808219,65.0,66.0,
Estonia,2022-08-11,1277.0,865024.0,857421.0,486989.04657534254,76.0,71.0,
Estonia,2022-08-12,1004.0,865092.0,857487.0,486967.90136986296,68.0,66.0,
Estonia,2022-08-13,188.0,865124.0,857517.0,486982.7561643836,32.0,30.0,
Estonia,2022-08-14,118.0,865150.0,857541.0,487003.610958904,26.0,24.0,6.0
Estonia,2022-08-15,937.0,865236.0,857624.0,486964.4657534247,86.0,83.0,
Estonia,2022-08-16,1132.0,865299.0,857689.0,486948.3205479451,63.0,65.0,
Estonia,2022-08-17,1055.0,865354.0,857750.0,486940.17534246575,55.0,61.0,
Estonia,2022-08-18,1286.0,865416.0,857814.0,486925.0301369864,62.0,64.0,
Estonia,2022-08-19,1038.0,865473.0,857869.0,486914.8849315068,57.0,55.0,
Estonia,2022-08-20,119.0,865494.0,857890.0,486940.7397260275,21.0,21.0,
Estonia,2022-08-21,124.0,865515.0,857910.0,486966.5945205479,21.0,20.0,5.0
Estonia,2022-08-22,697.0,865567.0,857966.0,486961.4493150685,52.0,56.0,
Estonia,2022-08-23,1043.0,865621.0,858016.0,486954.30410958896,54.0,50.0,
Estonia,2022-08-24,1240.0,865680.0,858074.0,486942.1589041096,59.0,58.0,
Estonia,2022-08-25,1189.0,865732.0,858129.0,486937.01369863,52.0,55.0,
Estonia,2022-08-26,1163.0,865785.0,858183.0,486930.8684931507,53.0,54.0,
Estonia,2022-08-27,145.0,865815.0,858210.0,486947.72328767134,30.0,27.0,
Estonia,2022-08-28,125.0,865829.0,858223.0,486980.57808219176,14.0,13.0,2.0
Estonia,2022-08-29,786.0,865884.0,858274.0,486972.4328767124,55.0,51.0,
Estonia,2022-08-30,1132.0,865933.0,858322.0,486970.2876712328,49.0,48.0,
Estonia,2022-08-31,1381.0,865996.0,858375.0,486954.1424657535,63.0,53.0,
Estonia,2022-09-01,1078.0,866045.0,858428.0,486951.9972602739,49.0,53.0,
Estonia,2022-09-02,1063.0,866090.0,858471.0,486953.85205479455,45.0,43.0,
Estonia,2022-09-03,251.0,866116.0,858492.0,486974.70684931497,26.0,21.0,
Estonia,2022-09-04,73.0,866131.0,858506.0,487006.5616438356,15.0,14.0,2.0
Estonia,2022-09-05,732.0,866172.0,858549.0,487012.4164383563,41.0,43.0,
Estonia,2022-09-06,982.0,866250.0,858633.0,486981.2712328767,78.0,84.0,
Estonia,2022-09-07,1127.0,866290.0,858671.0,486988.12602739735,40.0,38.0,
Estonia,2022-09-08,894.0,866328.0,858707.0,486996.98082191776,38.0,36.0,
Estonia,2022-09-09,1273.0,866406.0,858777.0,486965.8356164384,78.0,70.0,
Estonia,2022-09-10,199.0,866422.0,858794.0,486996.6904109589,16.0,17.0,
Estonia,2022-09-11,79.0,866435.0,858808.0,487030.5452054795,13.0,14.0,1.0
Estonia,2022-09-12,634.0,866475.0,858851.0,487037.3999999999,40.0,43.0,
Estonia,2022-09-13,934.0,866503.0,858887.0,487056.25479452056,28.0,36.0,
Estonia,2022-09-14,1088.0,866543.0,858935.0,487063.1095890412,40.0,48.0,
Estonia,2022-09-15,993.0,866592.0,858991.0,487060.9643835616,49.0,56.0,
Estonia,2022-09-16,1160.0,866648.0,859044.0,487051.8191780823,56.0,53.0,
Estonia,2022-09-17,180.0,866671.0,859067.0,487075.6739726027,23.0,23.0,
Estonia,2022-09-18,54.0,866676.0,859072.0,487117.52876712335,5.0,5.0,4.0
Estonia,2022-09-19,653.0,866698.0,859092.0,487142.3835616438,22.0,20.0,
Estonia,2022-09-20,936.0,866722.0,859118.0,487165.2383561644,24.0,26.0,
Estonia,2022-09-21,1352.0,866747.0,859155.0,487187.0931506848,25.0,37.0,
Estonia,2022-09-22,1311.0,866780.0,859185.0,487200.9479452055,33.0,30.0,
Estonia,2022-09-23,1212.0,866809.0,859215.0,487218.8027397259,29.0,30.0,
Estonia,2022-09-24,264.0,866827.0,859232.0,487247.65753424657,18.0,17.0,
Estonia,2022-09-25,94.0,866830.0,859235.0,487291.5123287672,3.0,3.0,5.0
Estonia,2022-09-26,919.0,866862.0,859266.0,487306.3671232877,32.0,31.0,
Estonia,2022-09-27,1282.0,866893.0,859300.0,487322.2219178083,31.0,34.0,
Estonia,2022-09-28,1290.0,866925.0,859330.0,487337.0767123287,32.0,30.0,
Estonia,2022-09-29,1410.0,866959.0,859362.0,487349.93150684936,34.0,32.0,
Estonia,2022-09-30,1515.0,867011.0,859416.0,487344.7863013698,52.0,54.0,
Estonia,2022-10-01,180.0,867021.0,859429.0,487381.6410958904,10.0,13.0,
Estonia,2022-10-02,62.0,867024.0,859431.0,487425.4958904109,3.0,2.0,8.0
Estonia,2022-10-03,667.0,867039.0,859447.0,487457.3506849315,15.0,16.0,
Estonia,2022-10-04,973.0,867068.0,859477.0,487475.20547945215,29.0,30.0,
Estonia,2022-10-05,1273.0,867097.0,859510.0,487493.0602739726,29.0,33.0,
Estonia,2022-10-06,1425.0,867127.0,859538.0,487509.9150684932,30.0,28.0,
Estonia,2022-10-07,1135.0,867165.0,859576.0,487518.7698630136,38.0,38.0,
Estonia,2022-10-08,191.0,867182.0,859591.0,487548.6246575343,17.0,15.0,
Estonia,2022-10-09,67.0,867190.0,859601.0,487587.4794520547,8.0,10.0,8.0
Estonia,2022-10-10,637.0,867204.0,859618.0,487620.33424657537,14.0,17.0,
Estonia,2022-10-11,974.0,867236.0,859650.0,487635.1890410958,32.0,32.0,
Estonia,2022-10-12,1167.0,867270.0,859690.0,487648.0438356165,34.0,40.0,
Estonia,2022-10-13,1033.0,867300.0,859719.0,487664.8986301371,30.0,29.0,
Estonia,2022-10-14,1173.0,867327.0,859747.0,487684.7534246575,27.0,28.0,
Estonia,2022-10-15,159.0,867336.0,859758.0,487722.60821917816,9.0,11.0,
Estonia,2022-10-16,91.0,867345.0,859768.0,487760.4630136986,9.0,10.0,7.0
Estonia,2022-10-17,807.0,867390.0,859804.0,487762.3178082192,45.0,36.0,
Estonia,2022-10-18,838.0,867405.0,859822.0,487794.1726027397,15.0,18.0,
Estonia,2022-10-19,1128.0,867435.0,859854.0,487811.0273972603,30.0,32.0,
Estonia,2022-10-20,1132.0,867471.0,859891.0,487821.8821917807,36.0,37.0,
Estonia,2022-10-21,1122.0,867512.0,859930.0,487827.7369863014,41.0,39.0,
Estonia,2022-10-22,162.0,867520.0,859937.0,487866.591780822,8.0,7.0,
Estonia,2022-10-23,80.0,867525.0,859944.0,487908.4465753424,5.0,7.0,5.0
Estonia,2022-10-24,686.0,867546.0,859966.0,487934.3013698631,21.0,22.0,
Estonia,2022-10-25,818.0,867574.0,859997.0,487953.1561643835,28.0,31.0,
Estonia,2022-10-26,1111.0,867599.0,860021.0,487975.01095890417,25.0,24.0,
Estonia,2022-10-27,1245.0,867625.0,860052.0,487995.8657534246,26.0,31.0,
Estonia,2022-10-28,1250.0,867657.0,860092.0,488010.7205479453,32.0,40.0,
Estonia,2022-10-29,142.0,867663.0,860098.0,488051.57534246566,6.0,6.0,
Estonia,2022-10-30,103.0,867670.0,860105.0,488091.4301369863,7.0,7.0,7.0
Estonia,2022-10-31,1043.0,867682.0,860115.0,488126.28493150696,12.0,10.0,
Estonia,2022-11-01,1227.0,867717.0,860147.0,488138.1397260274,35.0,32.0,
Estonia,2022-11-02,1306.0,867744.0,860172.0,488157.994520548,27.0,25.0,
Estonia,2022-11-03,1263.0,867783.0,860208.0,488165.84931506845,39.0,36.0,
Estonia,2022-11-04,1003.0,867808.0,860233.0,488187.7041095891,25.0,25.0,
Estonia,2022-11-05,162.0,867817.0,860242.0,488225.5589041095,9.0,9.0,
Estonia,2022-11-06,112.0,867823.0,860252.0,488266.4136986302,6.0,10.0,3.0
Estonia,2022-11-07,727.0,867876.0,860310.0,488260.2684931506,53.0,58.0,
Estonia,2022-11-08,869.0,867892.0,860331.0,488291.1232876713,16.0,21.0,
Estonia,2022-11-09,997.0,867910.0,860349.0,488319.97808219166,18.0,18.0,
Estonia,2022-11-10,908.0,867932.0,860372.0,488344.8328767123,22.0,23.0,
Estonia,2022-11-11,695.0,867952.0,860395.0,488371.68767123297,20.0,23.0,
